Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
ATC/C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,,,false,C3653486,STY/T121,ATC/C08,3,Y,STY/T121
ATC/C02AA53,"combinations of rauwolfia alkoloids, combinations",,,false,C3653131,STY/T109|STY/T121,ATC/C02AA,5,,STY/T109|STY/T121
ATC/N02CC02,naratriptan,,,false,C0540623,STY/T109|STY/T121,ATC/N02CC,5,,STY/T109|STY/T121
ATC/N02BA15,carbasalate calcium,,,false,C0054547,STY/T109|STY/T121,ATC/N02BA,5,,STY/T109|STY/T121
ATC/A02BC08,vonoprazan,,,false,C4080009,STY/T109|STY/T121,ATC/A02BC,5,,STY/T109|STY/T121
ATC/R03AK10,vilanterol and fluticasone furoate,,,false,C3700389,STY/T121,ATC/R03AK,5,,STY/T121
ATC/V03AB19,physostigmine,,,false,C0031849,STY/T109|STY/T121,ATC/V03AB,5,,STY/T109|STY/T121
ATC/H01AX,Other anterior pituitary lobe hormones and analogues in ATC,Other anterior pituitary lobe hormones and analogues,,false,C3653925,STY/T125|STY/T121,ATC/H01A,4,Y,STY/T125|STY/T121
ATC/A11BA,"Multivitamins, plain",,,false,C3653746,STY/T127|STY/T109|STY/T121,ATC/A11B,4,Y,STY/T127|STY/T109|STY/T121
ATC/D10AD01,tretinoin,,,false,C0040845,STY/T109|STY/T131|STY/T121,ATC/D10AD,5,,STY/T109|STY/T131|STY/T121
ATC/J04AK03,terizidone,,,false,C0145184,STY/T109|STY/T121,ATC/J04AK,5,,STY/T109|STY/T121
ATC/J01CA09,azlocillin,,,false,C0004499,STY/T195|STY/T109,ATC/J01CA,5,,STY/T195|STY/T109
ATC/A04AD04,chlorobutanol,,,false,C0008232,STY/T109|STY/T121,ATC/A04AD,5,,STY/T109|STY/T121
ATC/N05AX15,cariprazine,,,false,C2936870,STY/T109|STY/T121,ATC/N05AX,5,,STY/T109|STY/T121
ATC/D04AA32,diphenhydramine,,,false,C0012522,STY/T109|STY/T121,ATC/D04AA,5,,STY/T109|STY/T121
ATC/A05BA06,ornithine oxoglurate,,,false,C0134110,STY/T116|STY/T121,ATC/A05BA,5,,STY/T116|STY/T121
ATC/J01MA13,trovafloxacin,,,false,C0379881,STY/T195|STY/T109,ATC/J01MA,5,,STY/T195|STY/T109
ATC/J01XA05,oritavancin,,,false,C1144403,STY/T116|STY/T195,ATC/J01XA,5,,STY/T116|STY/T195
ATC/N01AX03,ketamine,,,false,C0022614,STY/T109|STY/T121,ATC/N01AX,5,,STY/T109|STY/T121
ATC/D01AE12,salicylic acid,,,false,C0036079,STY/T109|STY/T121,ATC/D01AE,5,,STY/T109|STY/T121
ATC/L01DB,Anthracyclines and related substances,,,false,C3653626,STY/T195|STY/T109,ATC/L01D,4,Y,STY/T195|STY/T109
ATC/J01MA19,garenoxacin,,,false,C1507354,STY/T195|STY/T109,ATC/J01MA,5,,STY/T195|STY/T109
ATC/S01FB,Sympathomimetics excl. antiglaucoma preparations,,,false,C3653819,STY/T121,ATC/S01F,4,Y,STY/T121
ATC/J01CF04,oxacillin,,,false,C0029983,STY/T195|STY/T109,ATC/J01CF,5,,STY/T195|STY/T109
ATC/A07FA51,"lactic acid producing organisms, combinations",,,false,C3652861,STY/T121,ATC/A07FA,5,,STY/T121
STY/T195,Antibiotic,,,false,,,STY/T121,,,
ATC/C07AB,"Beta blocking agents, selective",,,false,C3653483,STY/T121,ATC/C07A,4,Y,STY/T121
STY/T037,Injury or Poisoning,,,false,,,STY/T067,,,
ATC/G03AB08,dienogest and estradiol,,,false,C2936902,STY/T121,ATC/G03AB,5,,STY/T121
ATC/S01AX01,mercury compounds,,,false,C3536917,STY/T104|STY/T121,ATC/S01AX,5,,STY/T104|STY/T121
ATC/L01XX41,eribulin,,,false,C2350866,STY/T109|STY/T121,ATC/L01XX,5,,STY/T109|STY/T121
ATC/J05AR12,lamivudine and tenofovir disoproxil,,,false,C3871446,STY/T121,ATC/J05AR,5,,STY/T121
STY/T200,Clinical Drug,,,false,,,STY/T073,,,
ATC/L01EX18,avapritinib,,,false,C4743552,STY/T109|STY/T121,ATC/L01EX,5,,STY/T109|STY/T121
ATC/N03AB01,ethotoin,,,false,C0015046,STY/T109|STY/T121,ATC/N03AB,5,,STY/T109|STY/T121
ATC/J01XX06,mandelic acid,,,false,C0065636,STY/T109|STY/T121,ATC/J01XX,5,,STY/T109|STY/T121
ATC/B05AA07,hydroxyethylstarch,,,false,C0020352,STY/T109|STY/T121,ATC/B05AA,5,,STY/T109|STY/T121
ATC/V09G,CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,CARDIOVASCULAR SYSTEM,,false,C3540015,STY/T130,ATC/V09,3,Y,STY/T130
ATC/S01CB04,betamethasone,,,false,C0005308,STY/T125|STY/T109|STY/T121,ATC/S01CB,5,,STY/T125|STY/T109|STY/T121
ATC/J07AE01,"cholera, inactivated, whole cell",,,false,C3652918,STY/T129|STY/T121,ATC/J07AE,5,,STY/T129|STY/T121
ATC/J05AP04,faldaprevir,,,false,C3661290,STY/T123|STY/T116,ATC/J05AP,5,,STY/T123|STY/T116
ATC/M01AX25,chondroitin sulfate,,,false,C0008466,STY/T123|STY/T109|STY/T121,ATC/M01AX,5,,STY/T123|STY/T109|STY/T121
ATC/C10AX13,evolocumab,,,false,C3529352,STY/T116|STY/T129|STY/T121,ATC/C10AX,5,,STY/T116|STY/T129|STY/T121
ATC/P01BD,"Diaminopyrimidines, antimalarials",Diaminopyrimidines,,false,C3653442,STY/T109|STY/T121,ATC/P01B,4,Y,STY/T109|STY/T121
ATC/V10B,PAIN PALLIATION (BONE SEEKING AGENTS),,,false,C3653545,STY/T121,ATC/V10,3,Y,STY/T121
ATC/R01AA10,metizoline,,,false,C0604284,STY/T109|STY/T121,ATC/R01AA,5,,STY/T109|STY/T121
ATC/B01AC09,epoprostenol,,,false,C0033567,STY/T123|STY/T109|STY/T121,ATC/B01AC,5,,STY/T123|STY/T109|STY/T121
ATC/R02AA20,various antiseptic throat preparations,various,,false,C3540766,STY/T121,ATC/R02AA,5,,STY/T121
ATC/R06AE55,"meclozine, combinations",,,false,C3652852,STY/T121,ATC/R06AE,5,,STY/T121
ATC/N07CA04,acetylleucine,,,false,C0256552,STY/T116|STY/T121,ATC/N07CA,5,,STY/T116|STY/T121
ATC/A03BB05,cimetropium bromide,,,false,C1614557,STY/T109|STY/T121,ATC/A03BB,5,,STY/T109|STY/T121
ATC/B01AF,Direct factor Xa inhibitors,,,false,C3653500,STY/T109|STY/T121,ATC/B01A,4,Y,STY/T109|STY/T121
ATC/N05CM02,clomethiazole,,,false,C0008221,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/M03AC,"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",Other quaternary ammonium compounds,,false,C3653962,STY/T109|STY/T121,ATC/M03A,4,Y,STY/T109|STY/T121
ATC/R03DB04,theophylline and adrenergics,,,false,C3653068,STY/T109|STY/T121,ATC/R03DB,5,,STY/T109|STY/T121
ATC/N06AX10,oxaflozane,,,false,C0069709,STY/T109|STY/T121,ATC/N06AX,5,,STY/T109|STY/T121
ATC/B01,ANTITHROMBOTIC AGENTS,,,false,C1704311,STY/T121,ATC/B,2,Y,STY/T121
ATC/S01EB02,carbachol,,,false,C0006945,STY/T109|STY/T121,ATC/S01EB,5,,STY/T109|STY/T121
ATC/C04AX20,buflomedil,,,false,C0054207,STY/T109|STY/T121,ATC/C04AX,5,,STY/T109|STY/T121
ATC/J05AF03,zalcitabine,,,false,C0012132,STY/T114|STY/T121,ATC/J05AF,5,,STY/T114|STY/T121
ATC/B05CX10,Other irrigating solution combinations in ATC,combinations,,false,C3540028,STY/T121,ATC/B05CX,5,,STY/T121
ATC/P03BA04,tetramethrin,,,false,C0076295,STY/T109|STY/T131,ATC/P03BA,5,,STY/T109|STY/T131
ATC/C05AD05,procaine,,,false,C0033218,STY/T109|STY/T121,ATC/C05AD,5,,STY/T109|STY/T121
ATC/H01CB,Somatostatin and analogues,,,false,C3653367,STY/T125|STY/T109|STY/T121,ATC/H01C,4,Y,STY/T125|STY/T109|STY/T121
ATC/M01AE56,naproxen and misoprostol,,,false,C0358590,STY/T121,ATC/M01AE,5,,STY/T121
ATC/A10AE03,insulin (pork),,,false,C0770206,STY/T116|STY/T125|STY/T121,ATC/A10AE,5,,STY/T116|STY/T125|STY/T121
ATC/N02BA59,"dipyrocetyl, combinations excl. psycholeptics",,,false,C3653208,STY/T109|STY/T121,ATC/N02BA,5,,STY/T109|STY/T121
ATC/D07AD,"Corticosteroids, very potent (group IV)",,,false,C3653503,STY/T109|STY/T121,ATC/D07A,4,Y,STY/T109|STY/T121
ATC/J01DH02,meropenem,,,false,C0066005,STY/T195|STY/T109,ATC/J01DH,5,,STY/T195|STY/T109
ATC/A06AC01,ispaghula (psylla seeds),,,false,C3652564,STY/T109|STY/T121,ATC/A06AC,5,,STY/T109|STY/T121
ATC/J05AR23,atazanavir and ritonavir,,,false,C1977391,STY/T121,ATC/J05AR,5,,STY/T121
ATC/N02BB,"Pyrazolones, analgesics and antipyretics",Pyrazolones,,false,C3541368,STY/T109|STY/T121,ATC/N02B,4,Y,STY/T109|STY/T121
ATC/A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,,,false,C4301634,STY/T121,ATC/A10B,4,Y,STY/T121
ATC/A06AX07,plecanatide,,,false,C3711911,STY/T109|STY/T121,ATC/A06AX,5,,STY/T109|STY/T121
ATC/B06AA04,chymotrypsin,,,false,C0008742,STY/T126|STY/T116|STY/T121,ATC/B06AA,5,,STY/T126|STY/T116|STY/T121
ATC/B03AA02,ferrous fumarate,,,false,C0060276,STY/T109|STY/T121,ATC/B03AA,5,,STY/T109|STY/T121
ATC/N01B,LOCAL ANESTHETICS,"ANESTHETICS, LOCAL",,false,C0002934,STY/T109|STY/T121,ATC/N01,3,Y,STY/T109|STY/T121
ATC/A02AD05,almasilate,,,false,C0051515,STY/T121|STY/T197,ATC/A02AD,5,,STY/T121|STY/T197
ATC/V09XX,Various diagnostic radiopharmaceuticals,,,false,C3653829,STY/T121,ATC/V09X,4,Y,STY/T121
ATC/C03AX,"Thiazides, combinations with other drugs",,,false,C3653639,STY/T121,ATC/C03A,4,Y,STY/T121
ATC/V04CB,diagnostic agents for fat absorption testing,Tests for fat absorption,,false,C3654006,STY/T130,ATC/V04C,4,Y,STY/T130
ATC/R05DB11,pipazetate,,,false,C0071099,STY/T109|STY/T121,ATC/R05DB,5,,STY/T109|STY/T121
ATC/S01CB01,dexamethasone,,,false,C0011777,STY/T109|STY/T121,ATC/S01CB,5,,STY/T109|STY/T121
ATC/N02BA11,diflunisal,,,false,C0012228,STY/T109|STY/T121,ATC/N02BA,5,,STY/T109|STY/T121
ATC/J01AA56,"oxytetracycline, combinations",,,false,C3652811,STY/T121,ATC/J01AA,5,,STY/T121
ATC/V10XX02,ibritumomab tiuxetan (<o>90</o>Y),,,false,C1134535,STY/T116|STY/T129|STY/T121,ATC/V10XX,5,,STY/T116|STY/T129|STY/T121
ATC/R01AA,"Sympathomimetics, plain",,,false,C3653772,STY/T121,ATC/R01A,4,Y,STY/T121
ATC/L03AB14,cepeginterferon alfa-2b,,,false,C3871458,STY/T129|STY/T121,ATC/L03AB,5,,STY/T129|STY/T121
ATC/N05AD,"Butyrophenone derivatives, antipsychotics",Butyrophenone derivatives,,false,C3653340,STY/T109|STY/T121,ATC/N05A,4,Y,STY/T109|STY/T121
ATC/N05CM13,valnoctamide,,,false,C0077995,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/G03CA07,estrone,,,false,C0014942,STY/T125|STY/T109|STY/T121,ATC/G03CA,5,,STY/T125|STY/T109|STY/T121
ATC/S02CA01,prednisolone and antiinfectives,,,false,C3653054,STY/T109|STY/T121,ATC/S02CA,5,,STY/T109|STY/T121
ATC/G03AB04,norethisterone and ethinylestradiol,,,false,C1260235,STY/T121,ATC/G03AB,5,,STY/T121
ATC/J01EE03,sulfametrole and trimethoprim,,,false,C2146454,STY/T121,ATC/J01EE,5,,STY/T121
ATC/G03AA06,norgestrel and ethinylestradiol,,,false,C3652732,STY/T121,ATC/G03AA,5,,STY/T121
ATC/V08AD03,propyliodone,,,false,C0033509,STY/T130|STY/T109,ATC/V08AD,5,,STY/T130|STY/T109
ATC/N05AX11,zotepine,,,false,C0078849,STY/T109|STY/T121,ATC/N05AX,5,,STY/T109|STY/T121
ATC/B03AA08,ferrous tartrate,,,false,C3652686,STY/T109|STY/T121,ATC/B03AA,5,,STY/T109|STY/T121
ATC/N06AX21,duloxetine,,,false,C0245561,STY/T109|STY/T121,ATC/N06AX,5,,STY/T109|STY/T121
ATC/B02BD07,coagulation factor XIII,,,false,C0015528,STY/T126|STY/T116|STY/T121,ATC/B02BD,5,,STY/T126|STY/T116|STY/T121
ATC/A06AH02,alvimopan,,,false,C1508750,STY/T109|STY/T121,ATC/A06AH,5,,STY/T109|STY/T121
ATC/D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,OTHER DERMATOLOGICAL PREPARATIONS,,false,C3653942,STY/T121,ATC/D11,3,Y,STY/T121
ATC/C09DA09,azilsartan medoxomil and diuretics,,,false,C3871464,STY/T121,ATC/C09DA,5,,STY/T121
ATC/A09AB03,hydrochloric acid,,,false,C0020259,STY/T130|STY/T197,ATC/A09AB,5,,STY/T130|STY/T197
ATC/P01BE05,artenimol,,,false,C2828299,STY/T109|STY/T121,ATC/P01BE,5,,STY/T109|STY/T121
ATC/N01BB20,Amide local anesthetic combinations,combinations,,false,C3539963,STY/T109|STY/T121,ATC/N01BB,5,,STY/T109|STY/T121
ATC/J01AA14,sarecycline,,,false,C4519292,STY/T109|STY/T121,ATC/J01AA,5,,STY/T109|STY/T121
ATC/D11AX03,calcium gluconate,,,false,C0006699,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/A10BX08,mitiglinide,,,false,C0906166,STY/T109|STY/T121,ATC/A10BX,5,,STY/T109|STY/T121
ATC/S01EA03,apraclonidine,,,false,C0048038,STY/T109|STY/T121,ATC/S01EA,5,,STY/T109|STY/T121
ATC/V09EA,"Technetium (<o>99m</o>Tc), inhalants",,,false,C3653476,STY/T130,ATC/V09E,4,Y,STY/T130
ATC/A10BD18,metformin and gemigliptin,,,false,C3871441,STY/T121,ATC/A10BD,5,,STY/T121
ATC/D06AX10,virginiamycin,,,false,C0042754,STY/T116|STY/T195,ATC/D06AX,5,,STY/T116|STY/T195
ATC/J01MA15,gemifloxacin,,,false,C0533545,STY/T195|STY/T109,ATC/J01MA,5,,STY/T195|STY/T109
ATC/A02BA06,roxatidine,,,false,C0378091,STY/T109|STY/T121,ATC/A02BA,5,,STY/T109|STY/T121
ATC/N07XX12,patisiran,,,false,C3896714,STY/T109|STY/T121,ATC/N07XX,5,,STY/T109|STY/T121
ATC/L01AD,"Nitrosoureas, antineoplastic alkylating agents",Nitrosoureas,,false,C3540781,STY/T109|STY/T121,ATC/L01A,4,Y,STY/T109|STY/T121
ATC/M03BB53,"chlorzoxazone, combinations excl. psycholeptics",,,false,C3653212,STY/T109|STY/T121,ATC/M03BB,5,,STY/T109|STY/T121
ATC/D10AD03,adapalene,,,false,C0165631,STY/T109|STY/T121,ATC/D10AD,5,,STY/T109|STY/T121
ATC/V09GX02,indium (<o>111</o>In) imciromab,,,false,C5432203,STY/T116|STY/T130|STY/T129,ATC/V09GX,5,,STY/T116|STY/T130|STY/T129
ATC/L01XJ,Hedgehog pathway inhibitors,,,false,C5432223,STY/T121,ATC/L01X,4,Y,STY/T121
ATC/N03AG01,valproic acid,,,false,C0042291,STY/T109|STY/T121,ATC/N03AG,5,,STY/T109|STY/T121
ATC/C10BX01,simvastatin and acetylsalicylic acid,,,false,C3652451,STY/T121,ATC/C10BX,5,,STY/T121
ATC/P03AB01,clofenotane,,,false,C0011041,STY/T109|STY/T131,ATC/P03AB,5,,STY/T109|STY/T131
ATC/J01CF06,nafcillin,,,false,C0027324,STY/T195|STY/T109,ATC/J01CF,5,,STY/T195|STY/T109
ATC/J07AJ01,"pertussis, inactivated, whole cell",,,false,C3652513,STY/T129|STY/T121,ATC/J07AJ,5,,STY/T129|STY/T121
ATC/D11AC03,selenium compounds,,,false,C3536924,STY/T121|STY/T197,ATC/D11AC,5,,STY/T121|STY/T197
ATC/B05XA06,"potassium phosphate, incl. combinations with other potassium salts",,,false,C3653231,STY/T121,ATC/B05XA,5,,STY/T121
ATC/C02AC,Imidazoline receptor agonists,,,false,C0593367,STY/T121,ATC/C02A,4,Y,STY/T121
STY/T007,Bacterium,,,false,,,STY/T001,,,
ATC/N02AG01,morphine and antispasmodics,,,false,C3652947,STY/T109|STY/T121,ATC/N02AG,5,,STY/T109|STY/T121
ATC/R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,,,false,C3700410,STY/T121,ATC/R03A,4,Y,STY/T121
ATC/S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS in ATC,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,,false,C3653936,STY/T121,ATC/S03,3,Y,STY/T121
ATC/R05DB20,other cough suppressant combinations in ATC,combinations,,false,C3540030,STY/T121,ATC/R05DB,5,,STY/T121
ATC/N03AB54,"mephenytoin, combinations",,,false,C3652849,STY/T121,ATC/N03AB,5,,STY/T121
ATC/A03BA01,atropine,,,false,C0004259,STY/T109|STY/T121,ATC/A03BA,5,,STY/T109|STY/T121
ATC/R07AB07,almitrine,,,false,C0002164,STY/T109|STY/T121,ATC/R07AB,5,,STY/T109|STY/T121
ATC/G03HA,"Antiandrogens, plain",,,false,C3653624,STY/T125|STY/T109|STY/T121,ATC/G03H,4,Y,STY/T125|STY/T109|STY/T121
ATC/C01DX03,oxyfedrine,,,false,C0030053,STY/T109|STY/T121,ATC/C01DX,5,,STY/T109|STY/T121
ATC/J05AP10,elbasvir,,,false,C4080052,STY/T109|STY/T121,ATC/J05AP,5,,STY/T109|STY/T121
ATC/D05BB,Retinoids for treatment of psoriasis,,,false,C3653550,STY/T109|STY/T121,ATC/D05B,4,Y,STY/T109|STY/T121
ATC/L01CD,"Taxanes, antineoplastic",Taxanes,,false,C3541958,STY/T109|STY/T121,ATC/L01C,4,Y,STY/T109|STY/T121
ATC/P01AX09,dehydroemetine,,,false,C0082286,STY/T109|STY/T121,ATC/P01AX,5,,STY/T109|STY/T121
ATC/C03BK,"Sulfonamides, combinations with other drugs",,,false,C3653643,STY/T121,ATC/C03B,4,Y,STY/T121
ATC/N03AX10,felbamate,,,false,C0060135,STY/T109|STY/T121,ATC/N03AX,5,,STY/T109|STY/T121
ATC/V03AE06,colestilan,,,false,C0540213,STY/T109|STY/T121,ATC/V03AE,5,,STY/T109|STY/T121
ATC/R03DA12,mepyramine theophyllinacetate,,,false,C4542172,STY/T109|STY/T121,ATC/R03DA,5,,STY/T109|STY/T121
ATC/V04CG,gastric secretion test diagnostic agents,Tests for gastric secretion,,false,C3653969,STY/T130,ATC/V04C,4,Y,STY/T130
ATC/J05AD01,foscarnet,,,false,C0070895,STY/T109|STY/T121,ATC/J05AD,5,,STY/T109|STY/T121
ATC/G04BD06,propiverine,,,false,C0138666,STY/T109|STY/T121,ATC/G04BD,5,,STY/T109|STY/T121
ATC/J05AP57,glecaprevir and pibrentasvir,,,false,C4519575,STY/T121,ATC/J05AP,5,,STY/T121
ATC/A16AX06,miglustat,,,false,C1321596,STY/T109|STY/T121,ATC/A16AX,5,,STY/T109|STY/T121
ATC/A06AX01,glycerol,,,false,C0017861,STY/T123|STY/T109|STY/T121,ATC/A06AX,5,,STY/T123|STY/T109|STY/T121
ATC/B01AB05,enoxaparin,,,false,C0206460,STY/T109|STY/T121,ATC/B01AB,5,,STY/T109|STY/T121
ATC/V09IB02,indium (<o>111</o>In) satumomab pendetide,,,false,C0209389,STY/T116|STY/T130,ATC/V09IB,5,,STY/T116|STY/T130
ATC/J01DD17,cefcapene,,,false,C2699134,STY/T195|STY/T109,ATC/J01DD,5,,STY/T195|STY/T109
ATC/D03BA52,"collagenase, combinations",,,false,C3652881,STY/T121,ATC/D03BA,5,,STY/T121
ATC/C08CA,Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,Dihydropyridine derivatives,,false,C3653438,STY/T109|STY/T121,ATC/C08C,4,Y,STY/T109|STY/T121
ATC/J07BF04,"poliomyelitis oral, bivalent, live attenuated",,,false,C3652518,STY/T129|STY/T121,ATC/J07BF,5,,STY/T129|STY/T121
ATC/D01AE23,butenafine,,,false,C0107497,STY/T109|STY/T121,ATC/D01AE,5,,STY/T109|STY/T121
ATC/L02BG,Aromatase inhibitors,,,false,C0593802,STY/T121,ATC/L02B,4,Y,STY/T121
ATC/C07BA07,sotalol and thiazides,,,false,C3652711,STY/T121,ATC/C07BA,5,,STY/T121
ATC/A06AD11,lactulose,,,false,C0022957,STY/T109|STY/T121,ATC/A06AD,5,,STY/T109|STY/T121
ATC/J01CA06,bacampicillin,,,false,C0052865,STY/T195|STY/T109,ATC/J01CA,5,,STY/T195|STY/T109
ATC/J01DC07,cefotiam,,,false,C0007556,STY/T195|STY/T109,ATC/J01DC,5,,STY/T195|STY/T109
ATC/G01AA05,chloramphenicol,,,false,C0008168,STY/T195|STY/T109,ATC/G01AA,5,,STY/T195|STY/T109
ATC/D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,,,false,C3653281,STY/T121,ATC/D,2,Y,STY/T121
ATC/N01AX14,esketamine,,,false,C2825616,STY/T109|STY/T121,ATC/N01AX,5,,STY/T109|STY/T121
ATC/D08AD,Boric acid antiseptics and disinfectants,Boric acid products,,false,C3653521,STY/T121,ATC/D08A,4,Y,STY/T121
ATC/P03AX04,quassia,,,false,C1365976,STY/T109|STY/T121,ATC/P03AX,5,,STY/T109|STY/T121
STY/T168,Food,,,false,,,STY/T167,,,
ATC/V09AA01,technetium (<o>99m</o>Tc) exametazime,,,false,C0145055,STY/T130|STY/T197,ATC/V09AA,5,,STY/T130|STY/T197
ATC/S01ED05,carteolol,,,false,C0007299,STY/T109|STY/T121,ATC/S01ED,5,,STY/T109|STY/T121
ATC/L01XX69,lurbinectedin,,,false,C3898565,STY/T109|STY/T131|STY/T121,ATC/L01XX,5,,STY/T109|STY/T131|STY/T121
ATC/A05B,"LIVER THERAPY, LIPOTROPICS",,,false,C3653559,STY/T121,ATC/A05,3,Y,STY/T121
ATC/A14AA03,metandienone,,,false,C0025616,STY/T125|STY/T109|STY/T121,ATC/A14AA,5,,STY/T125|STY/T109|STY/T121
ATC/V03AF,Detoxifying agents for antineoplastic treatment,,,false,C3653482,STY/T121,ATC/V03A,4,Y,STY/T121
ATC/N05BA01,diazepam,,,false,C0012010,STY/T109|STY/T121,ATC/N05BA,5,,STY/T109|STY/T121
ATC/J05AH03,peramivir,,,false,C1675326,STY/T109|STY/T121,ATC/J05AH,5,,STY/T109|STY/T121
ATC/N03AX30,beclamide,,,false,C0053067,STY/T109|STY/T121,ATC/N03AX,5,,STY/T109|STY/T121
ATC/A05AA04,obeticholic acid,,,false,C1143018,STY/T109|STY/T121,ATC/A05AA,5,,STY/T109|STY/T121
ATC/N01BX02,dyclonine,,,false,C0058831,STY/T109|STY/T121,ATC/N01BX,5,,STY/T109|STY/T121
ATC/S03BA03,betamethasone,,,false,C0005308,STY/T125|STY/T109|STY/T121,ATC/S03BA,5,,STY/T125|STY/T109|STY/T121
ATC/D03BA,Proteolytic enzymes for treatment of wounds and ulcers,Proteolytic enzymes,,false,C3540759,STY/T126|STY/T116|STY/T121,ATC/D03B,4,Y,STY/T126|STY/T116|STY/T121
ATC/S01AE01,ofloxacin,,,false,C0028902,STY/T195|STY/T109,ATC/S01AE,5,,STY/T195|STY/T109
ATC/R06AA54,"clemastine, combinations",,,false,C3653091,STY/T109|STY/T121,ATC/R06AA,5,,STY/T109|STY/T121
ATC/B02BX08,avatrombopag,,,false,C3886460,STY/T109|STY/T121,ATC/B02BX,5,,STY/T109|STY/T121
ATC/P01AA01,broxyquinoline,,,false,C0054157,STY/T109,ATC/P01AA,5,,STY/T109
ATC/H03,THYROID THERAPY DRUGS,THYROID THERAPY,,false,C3540775,STY/T121,ATC/H,2,Y,STY/T121
ATC/D11AA01,glycopyrronium,,,false,C3814772,STY/T109|STY/T121,ATC/D11AA,5,,STY/T109|STY/T121
ATC/D06AX,Other antibiotics for topical use in ATC,Other antibiotics for topical use,,false,C3653917,STY/T195,ATC/D06A,4,Y,STY/T195
ATC/A02AB06,aloglutamol,,,false,C0051252,STY/T109|STY/T121,ATC/A02AB,5,,STY/T109|STY/T121
ATC/S02AA11,polymyxin B,,,false,C0032535,STY/T116|STY/T195,ATC/S02AA,5,,STY/T116|STY/T195
ATC/L01XX,Other antineoplastic agents in ATC,Other antineoplastic agents,,false,C3539171,STY/T121,ATC/L01X,4,Y,STY/T121
ATC/N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,,,false,C3653646,STY/T121,ATC/N06,3,Y,STY/T121
ATC/A03CA09,pipenzolate and psycholeptics,,,false,C3871432,STY/T121,ATC/A03CA,5,,STY/T121
ATC/S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,,,false,C3653702,STY/T121,ATC/S01,3,Y,STY/T121
ATC/V09DB,Technetium 99m particles and colloid diagnostic radiopharmaceuticals for hepatic and reticulo endothelial system,"Technetium (<o>99m</o>Tc), particles and colloids",,false,C3653955,STY/T130|STY/T109,ATC/V09D,4,Y,STY/T130|STY/T109
ATC/C10A,"LIPID MODIFYING AGENTS, PLAIN",,,false,C3653773,STY/T121,ATC/C10,3,Y,STY/T121
ATC/C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",,,false,C4300784,STY/T121,ATC/C10BX,5,,STY/T121
ATC/N02CD01,erenumab,,,false,C4542165,STY/T116|STY/T129|STY/T121,ATC/N02CD,5,,STY/T116|STY/T129|STY/T121
ATC/B03AE04,"iron, multivitamins and minerals",,,false,C3652754,STY/T121,ATC/B03AE,5,,STY/T121
ATC/C03XA,"Vasopressin antagonists, diuretics",Vasopressin antagonists,,false,C3537128,STY/T121,ATC/C03X,4,Y,STY/T121
ATC/N02BA79,"dipyrocetyl, combinations with psycholeptics",,,false,C3653255,STY/T109|STY/T121,ATC/N02BA,5,,STY/T109|STY/T121
ATC/J01FA06,roxithromycin,,,false,C0035891,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/A03CB04,homatropine methylbromide and psycholeptics,,,false,C3652741,STY/T121,ATC/A03CB,5,,STY/T121
ATC/L04AA25,eculizumab,,,false,C1541483,STY/T116|STY/T129|STY/T121,ATC/L04AA,5,,STY/T116|STY/T129|STY/T121
ATC/J02AC01,fluconazole,,,false,C0016277,STY/T109|STY/T121,ATC/J02AC,5,,STY/T109|STY/T121
ATC/G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,,,false,C3653589,STY/T125|STY/T121,ATC/G03,3,Y,STY/T125|STY/T121
ATC/D05AC,"Antracen derivatives, topical antipsoriatics",Antracen derivatives,,false,C3653462,STY/T109|STY/T121,ATC/D05A,4,Y,STY/T109|STY/T121
ATC/N07BC,Drugs used in opioid dependence,,,false,C3653526,STY/T121,ATC/N07B,4,Y,STY/T121
ATC/R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,false,C3653933,STY/T121,ATC/R03,3,Y,STY/T121
